255,146,55
169,64,0
245,98,98
254,40,128
255,196,24
252,2,29
255,162,100
255,121,163
252,2,29
255,93,30
255,93,30
254,108,25
254,175,12
219,170,255
19,254,123
198,0,0
171,74,44
255,142,99
255,142,44
247,140,0
254,92,7
255,240,49
161,23,0
255,15,105
254,35,29
255,89,29
252,37,26
148,74,255
0,189,38
255,64,193
