255,146,55
169,64,0
245,98,98
254,40,128
255,196,24
255,93,30
252,2,29
255,121,163
255,162,100
252,2,29
255,93,30
254,108,25
254,175,12
219,170,255
19,254,123
255,28,47
249,121,3
213,0,5
208,16,0
209,0,6
214,7,253
254,57,44
254,47,57
192,84,255
181,37,254
215,148,254
187,48,255
80,46,254
0,157,28
62,0,162
