137,255,204
255,248,56
91,255,54
190,248,255
27,231,252
255,158,143
254,146,162
251,101,248
229,35,253
252,157,247
211,142,255
60,89,255
12,58,254
255,134,41
96,103,255
22,205,0
233,253,102
0,173,78
178,255,151
22,205,0
207,255,75
130,255,120
199,254,49
15,255,192
253,176,212
255,145,222
255,145,222
255,51,186
0,1,155
255,64,64
