254,230,123
254,242,136
249,254,67
164,255,99
241,255,169
228,255,199
141,255,19
254,242,136
254,175,11
254,175,11
45,255,42
173,251,255
13,179,254
0,4,135
255,36,228
255,252,20
255,239,6
254,199,36
254,202,87
255,133,65
251,214,171
255,81,16
254,248,161
194,254,73
142,255,9
124,182,0
46,255,31
94,96,255
160,242,253
15,96,203
