114,195,253
116,41,255
208,190,254
183,203,254
254,184,213
208,190,254
254,131,71
254,26,77
254,228,109
254,191,57
255,96,99
254,191,57
255,200,137
250,254,247
93,247,93
78,0,185
36,111,255
107,27,254
93,80,165
106,79,141
173,164,254
154,132,253
156,179,255
127,186,254
107,102,255
255,189,244
125,249,252
253,78,61
253,12,26
234,250,248
